left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
The delivery truck zoomed by the school bus because,it,was going so fast.,"the delivery truck,the school bus",0,"How does the sentence end?

The bespeckled old man slowly waved at the passing trolley passenger because

OPTIONS: 
- The bespeckled old man
- the passing trolley passenger
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bespeckled old man waves at everybody.

How does the sentence end?

David hit Bill and

OPTIONS: 
- David
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill cried.

How does the sentence end?

The police captured the criminals because

OPTIONS: 
- The police
- the criminals
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the criminals were less prepared.

How does the sentence end?

Rick Davis campaigned for John McCain since

OPTIONS: 
- Rick Davis
- John McCain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John McCain was the best man for office.

How does the sentence end?

Pizza hut pizzas are tastier than Papa John pizzas because

OPTIONS: 
- Pizza
- Papa John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Pizza give more ingredients and cheeses.

How does the sentence end ?

The delivery truck zoomed by the school bus because

OPTIONS: 
- the delivery truck was going so fast.
- the school bus was going so fast.
Thought: Use similar thought as before.
Output: ",the delivery truck was going so fast,the delivery truck was going so fast,True,5
The delivery truck zoomed by the school bus because,it,was going so slow.,"the delivery truck,the school bus",1,"How does the sentence end?

Steve scratched Johnny so

OPTIONS: 
- Steve
- Johnny
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Johnny became angry.

How does the sentence end?

The band connected well to their fans, so

OPTIONS: 
- The band
- their fans
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: their fans continued to buy albums.

How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: My parents had extras.

How does the sentence end?

Sharks are constantly eating fishes because

OPTIONS: 
- Sharks
- fishes
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: fishes are the main source of food in the ocean.

How does the sentence end?

The airline unions constantly go on strike against the airlines because

OPTIONS: 
- The airline unions
- the airlines
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The airline unions want better salaries.

How does the sentence end ?

The delivery truck zoomed by the school bus because

OPTIONS: 
- the delivery truck was going so slow.
- the school bus was going so slow.
Thought: Use similar thought as before.
Output: ",the school bus was going so slow,the school bus was going so slow,True,5
Frank felt vindicated when his longtime rival Bill revealed that,he,was the winner of the competition.,"Frank,Bill",0,"How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: James has done good work.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the beggar was too persistent.

How does the sentence end?

John wanted to vote for Doe, but

OPTIONS: 
- John
- Doe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Doe did not seem like the right candidate.

How does the sentence end?

Alice helped Gwen move because

OPTIONS: 
- Alice
- Gwen
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Alice was nice.

How does the sentence end?

Nicole was angry at Sammie since

OPTIONS: 
- Nicole
- Sammie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Nicole lied to her.

How does the sentence end ?

Frank felt vindicated when his longtime rival Bill revealed that

OPTIONS: 
- Frank was the winner of the competition.
- Bill was the winner of the competition.
Thought: Use similar thought as before.
Output: ",frank was the winner of the competition,frank was the winner of the competition,True,5
Frank felt crushed when his longtime rival Bill revealed that,he,was the winner of the competition.,"Frank,Bill",1,"How does the sentence end?

Steven assassinated the president because

OPTIONS: 
- Steven
- the president
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steven was paid to do it.

How does the sentence end?

Joe tried to get Tom to wake up, but

OPTIONS: 
- Joe
- Tom
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Joe couldn't.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the contestant received the gold medal.

How does the sentence end?

The kidnapper will not return Trent Reznor until

OPTIONS: 
- The kidnapper
- Trent Reznor
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kidnapper is given a private performance.

How does the sentence end?

The wine busted the cask because

OPTIONS: 
- The wine
- the cask
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cask was too small.

How does the sentence end ?

Frank felt crushed when his longtime rival Bill revealed that

OPTIONS: 
- Frank was the winner of the competition.
- Bill was the winner of the competition.
Thought: Use similar thought as before.
Output: ",bill was the winner of the competition,bill was the winner of the competition,True,5
The man couldn't lift his son because,he,was so weak.,"The man,The son",0,"How does the sentence end?

The jurors deliberated on the defendants' fate for hours, but

OPTIONS: 
- The jurors
- the defendants
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the defendants didn't receive the death penalty.

How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so

OPTIONS: 
- Planet Express
- Moms Friendly Delivery Service
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Moms Friendly Delivery Service can eliminate the competition.

How does the sentence end?

The AirForce is more appealing than the Army, but

OPTIONS: 
- The AirForce
- the Army
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the Army are just as important.

How does the sentence end?

Jackie Chan learned some things from watching Bruce Lee because

OPTIONS: 
- Jackie Chan
- Bruce Lee
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bruce Lee could watch his acting from the past.

How does the sentence end?

Scrooge was moved by the appearance of Timmy because

OPTIONS: 
- Scrooge
- Timmy
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Scrooge felt bad for the crippled, nice boy.

How does the sentence end ?

The man couldn't lift his son because

OPTIONS: 
- The man was so weak.
- The son was so weak.
Thought: Use similar thought as before.
Output: ",the man was so weak,the man was so weak,True,5
The man couldn't lift his son because,he,was so heavy.,"The man,The son",1,"How does the sentence end?

The bird ate the pie and

OPTIONS: 
- The bird
- the pie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the pie was ruined.

How does the sentence end?

Kevin stared at Michael and

OPTIONS: 
- Kevin
- Michael
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael got angry.

How does the sentence end?

John bored Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John was boring.

How does the sentence end?

Ryan won the presidency against Tom because

OPTIONS: 
- Ryan
- Tom
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Tom was not fit for office.

How does the sentence end?

The US army fought the Taliban because

OPTIONS: 
- The US army
- the Taliban
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The US army are trying to prevent terrorism.

How does the sentence end ?

The man couldn't lift his son because

OPTIONS: 
- The man was so heavy.
- The son was so heavy.
Thought: Use similar thought as before.
Output: ",the son was so heavy,the son was so heavy,True,5
The large ball crashed right through the table because,it,was made of steel.,"The large ball,The table",0,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the lane was clear.

How does the sentence end?

Malachi's program would not run on the computer because

OPTIONS: 
- Malachis program
- the computer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Malachis program was full of bugs.

How does the sentence end?

Jean is making fun of Kyle because

OPTIONS: 
- Jean
- Kyle
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jean won.

How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend to write.

How does the sentence end?

Thor was banished from the kingdom by his father because

OPTIONS: 
- Thor
- his father
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Thor was too eager to become the new king.

How does the sentence end ?

The large ball crashed right through the table because

OPTIONS: 
- The large ball was made of steel.
- The table was made of steel.
Thought: Use similar thought as before.
Output: ",the large ball was made of steel,the large ball was made of steel,True,5
The large ball crashed right through the table because,it,was made of styrofoam.,"The large ball,The table",1,"How does the sentence end?

Jimbo was afraid of Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo gets scared around new people.

How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill did not know.

How does the sentence end?

The army crossed the river because

OPTIONS: 
- The army
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The army was retreating.

How does the sentence end?

Sally kicked Mary and

OPTIONS: 
- Sally
- Mary
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary was hurt.

How does the sentence end?

Alice helped Gwen move because

OPTIONS: 
- Alice
- Gwen
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Gwen could not handle the job alone.

How does the sentence end ?

The large ball crashed right through the table because

OPTIONS: 
- The large ball was made of styrofoam.
- The table was made of styrofoam.
Thought: Use similar thought as before.
Output: ",the table was made of styrofoam,the table was made of styrofoam,True,5
John couldn't see the stage with Billy in front of him because,he,is so short.,"John,Billy",0,"How does the sentence end?

Jacob gave William money because

OPTIONS: 
- Jacob
- William
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jacob sold the car.

How does the sentence end?

Steve scratched Johnny so

OPTIONS: 
- Steve
- Johnny
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Johnny became angry.

How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The coach was proud of him.

How does the sentence end?

The elephant trampled a fish and

OPTIONS: 
- The elephant
- a fish
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: a fish died.

How does the sentence end?

The older male cat is bullying the new younger male cat so

OPTIONS: 
- The older male cat
- the new younger male cat
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the new younger male cat has been submissive.

How does the sentence end ?

John couldn't see the stage with Billy in front of him because

OPTIONS: 
- John is so short.
- Billy is so short.
Thought: Use similar thought as before.
Output: ",john is so short,john is so short,True,5
John couldn't see the stage with Billy in front of him because,he,is so tall.,"John,Billy",1,"How does the sentence end?

Rocky lost to Clubber Lang because

OPTIONS: 
- Rocky
- Clubber Lang
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Rocky was not ready for the fight.

How does the sentence end?

The students fell asleep during the professor's lectures because

OPTIONS: 
- The students
- the professors lectures
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The students were bored.

How does the sentence end?

Paper beats rock, but

OPTIONS: 
- Paper
- rock
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Paper is beaten by scissors.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The mysterious creature still has more of these sentences to write.

How does the sentence end?

I think the referee treats Vick like a running back because

OPTIONS: 
- the referee
- Vick
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Vick has distinct style of play.

How does the sentence end ?

John couldn't see the stage with Billy in front of him because

OPTIONS: 
- John is so tall.
- Billy is so tall.
Thought: Use similar thought as before.
Output: ",billy is so tall,billy is so tall,True,5
Tom threw his schoolbag down to Ray after,he,reached the top of the stairs.,"Tom,Ray",0,"How does the sentence end?

Google bought Motorola because

OPTIONS: 
- Google
- Motorola
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Google want its customer base.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the resolution was well-written.

How does the sentence end?

John bought a beer for Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John likes cool guys.

How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill did not know.

How does the sentence end?

Bob Marley shot the sheriff, but

OPTIONS: 
- Bob Marley
- the sheriff
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bob Marley swears it was in self-defense.

How does the sentence end ?

Tom threw his schoolbag down to Ray after

OPTIONS: 
- Tom reached the top of the stairs.
- Ray reached the top of the stairs.
Thought: Use similar thought as before.
Output: ",tom reached the top of the stairs,tom reached the top of the stairs,True,5
Tom threw his schoolbag down to Ray after,he,reached the bottom of the stairs.,"Tom,Ray",1,"How does the sentence end?

Katie accused Jane but

OPTIONS: 
- Katie
- Jane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jane was not found guilty.

How does the sentence end?

The sheep chased the pig because

OPTIONS: 
- The sheep
- the pig
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the pig was fat.

How does the sentence end?

Iphones are selling more than androids because

OPTIONS: 
- Iphones
- androids
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Iphones are trendy.

How does the sentence end?

Clinton wanted Obama to run for president because

OPTIONS: 
- Clinton
- Obama
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Obama would win.

How does the sentence end?

Terranova has better ratings than House since

OPTIONS: 
- Terranova
- House
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Terranova have attracted more new audiences.

How does the sentence end ?

Tom threw his schoolbag down to Ray after

OPTIONS: 
- Tom reached the bottom of the stairs.
- Ray reached the bottom of the stairs.
Thought: Use similar thought as before.
Output: ",ray reached the bottom of the stairs,ray reached the bottom of the stairs,True,5
