left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
The delivery truck zoomed by the school bus because,it,was going so fast.,"the delivery truck,the school bus",0,"How does the sentence end?

The bespeckled old man slowly waved at the passing trolley passenger because

OPTIONS: 
- The bespeckled old man
- the passing trolley passenger
Output: The bespeckled old man waves at everybody.

How does the sentence end?

David hit Bill and

OPTIONS: 
- David
- Bill
Output: Bill cried.

How does the sentence end?

The police captured the criminals because

OPTIONS: 
- The police
- the criminals
Output: the criminals were less prepared.

How does the sentence end?

Rick Davis campaigned for John McCain since

OPTIONS: 
- Rick Davis
- John McCain
Output: John McCain was the best man for office.

How does the sentence end ?

The delivery truck zoomed by the school bus because

OPTIONS: 
- the delivery truck was going so fast.
- the school bus was going so fast.
Thought: Use similar thought as before.
Output: ",the delivery truck was going so fast,the delivery truck was going so fast,True,4
The delivery truck zoomed by the school bus because,it,was going so slow.,"the delivery truck,the school bus",1,"How does the sentence end?

Steve scratched Johnny so

OPTIONS: 
- Steve
- Johnny
Output: Johnny became angry.

How does the sentence end?

The band connected well to their fans, so

OPTIONS: 
- The band
- their fans
Output: their fans continued to buy albums.

How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: My parents had extras.

How does the sentence end?

Sharks are constantly eating fishes because

OPTIONS: 
- Sharks
- fishes
Output: fishes are the main source of food in the ocean.

How does the sentence end ?

The delivery truck zoomed by the school bus because

OPTIONS: 
- the delivery truck was going so slow.
- the school bus was going so slow.
Thought: Use similar thought as before.
Output: ",the school bus was going so slow,the school bus was going so slow,True,4
Frank felt vindicated when his longtime rival Bill revealed that,he,was the winner of the competition.,"Frank,Bill",0,"How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Output: James has done good work.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: the beggar was too persistent.

How does the sentence end?

John wanted to vote for Doe, but

OPTIONS: 
- John
- Doe
Output: Doe did not seem like the right candidate.

How does the sentence end?

Alice helped Gwen move because

OPTIONS: 
- Alice
- Gwen
Output: Alice was nice.

How does the sentence end ?

Frank felt vindicated when his longtime rival Bill revealed that

OPTIONS: 
- Frank was the winner of the competition.
- Bill was the winner of the competition.
Thought: Use similar thought as before.
Output: ",bill was the winner of the competition,frank was the winner of the competition,False,4
Frank felt crushed when his longtime rival Bill revealed that,he,was the winner of the competition.,"Frank,Bill",1,"How does the sentence end?

Steven assassinated the president because

OPTIONS: 
- Steven
- the president
Output: Steven was paid to do it.

How does the sentence end?

Joe tried to get Tom to wake up, but

OPTIONS: 
- Joe
- Tom
Output: Joe couldn't.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Output: the contestant received the gold medal.

How does the sentence end?

The kidnapper will not return Trent Reznor until

OPTIONS: 
- The kidnapper
- Trent Reznor
Output: The kidnapper is given a private performance.

How does the sentence end ?

Frank felt crushed when his longtime rival Bill revealed that

OPTIONS: 
- Frank was the winner of the competition.
- Bill was the winner of the competition.
Thought: Use similar thought as before.
Output: ",bill was the winner of the competition,bill was the winner of the competition,True,4
The man couldn't lift his son because,he,was so weak.,"The man,The son",0,"How does the sentence end?

The jurors deliberated on the defendants' fate for hours, but

OPTIONS: 
- The jurors
- the defendants
Output: the defendants didn't receive the death penalty.

How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so

OPTIONS: 
- Planet Express
- Moms Friendly Delivery Service
Output: Moms Friendly Delivery Service can eliminate the competition.

How does the sentence end?

The AirForce is more appealing than the Army, but

OPTIONS: 
- The AirForce
- the Army
Output: the Army are just as important.

How does the sentence end?

Jackie Chan learned some things from watching Bruce Lee because

OPTIONS: 
- Jackie Chan
- Bruce Lee
Output: Bruce Lee could watch his acting from the past.

How does the sentence end ?

The man couldn't lift his son because

OPTIONS: 
- The man was so weak.
- The son was so weak.
Thought: Use similar thought as before.
Output: ",the man was so weak,the man was so weak,True,4
The man couldn't lift his son because,he,was so heavy.,"The man,The son",1,"How does the sentence end?

The bird ate the pie and

OPTIONS: 
- The bird
- the pie
Output: the pie was ruined.

How does the sentence end?

Kevin stared at Michael and

OPTIONS: 
- Kevin
- Michael
Output: Michael got angry.

How does the sentence end?

John bored Bill because

OPTIONS: 
- John
- Bill
Output: John was boring.

How does the sentence end?

Ryan won the presidency against Tom because

OPTIONS: 
- Ryan
- Tom
Output: Tom was not fit for office.

How does the sentence end ?

The man couldn't lift his son because

OPTIONS: 
- The man was so heavy.
- The son was so heavy.
Thought: Use similar thought as before.
Output: ",the son was so heavy thought use similar thought as before,the son was so heavy,False,4
The large ball crashed right through the table because,it,was made of steel.,"The large ball,The table",0,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the lane was clear.

How does the sentence end?

Malachi's program would not run on the computer because

OPTIONS: 
- Malachis program
- the computer
Output: Malachis program was full of bugs.

How does the sentence end?

Jean is making fun of Kyle because

OPTIONS: 
- Jean
- Kyle
Output: Jean won.

How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Output: his friend to write.

How does the sentence end ?

The large ball crashed right through the table because

OPTIONS: 
- The large ball was made of steel.
- The table was made of steel.
Thought: Use similar thought as before.
Output: ",the large ball was made of steel,the large ball was made of steel,True,4
The large ball crashed right through the table because,it,was made of styrofoam.,"The large ball,The table",1,"How does the sentence end?

Jimbo was afraid of Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Output: Jimbo gets scared around new people.

How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Output: Bill did not know.

How does the sentence end?

The army crossed the river because

OPTIONS: 
- The army
- the river
Output: The army was retreating.

How does the sentence end?

Sally kicked Mary and

OPTIONS: 
- Sally
- Mary
Output: Mary was hurt.

How does the sentence end ?

The large ball crashed right through the table because

OPTIONS: 
- The large ball was made of styrofoam.
- The table was made of styrofoam.
Thought: Use similar thought as before.
Output: ",the large ball was made of styrofoam,the table was made of styrofoam,False,4
John couldn't see the stage with Billy in front of him because,he,is so short.,"John,Billy",0,"How does the sentence end?

Jacob gave William money because

OPTIONS: 
- Jacob
- William
Output: Jacob sold the car.

How does the sentence end?

Steve scratched Johnny so

OPTIONS: 
- Steve
- Johnny
Output: Johnny became angry.

How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Output: The coach was proud of him.

How does the sentence end?

The elephant trampled a fish and

OPTIONS: 
- The elephant
- a fish
Output: a fish died.

How does the sentence end ?

John couldn't see the stage with Billy in front of him because

OPTIONS: 
- John is so short.
- Billy is so short.
Thought: Use similar thought as before.
Output: ",john is so short,john is so short,True,4
John couldn't see the stage with Billy in front of him because,he,is so tall.,"John,Billy",1,"How does the sentence end?

Rocky lost to Clubber Lang because

OPTIONS: 
- Rocky
- Clubber Lang
Output: Rocky was not ready for the fight.

How does the sentence end?

The students fell asleep during the professor's lectures because

OPTIONS: 
- The students
- the professors lectures
Output: The students were bored.

How does the sentence end?

Paper beats rock, but

OPTIONS: 
- Paper
- rock
Output: Paper is beaten by scissors.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Output: The mysterious creature still has more of these sentences to write.

How does the sentence end ?

John couldn't see the stage with Billy in front of him because

OPTIONS: 
- John is so tall.
- Billy is so tall.
Thought: Use similar thought as before.
Output: ",billy is so tall,billy is so tall,True,4
Tom threw his schoolbag down to Ray after,he,reached the top of the stairs.,"Tom,Ray",0,"How does the sentence end?

Google bought Motorola because

OPTIONS: 
- Google
- Motorola
Output: Google want its customer base.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: the resolution was well-written.

How does the sentence end?

John bought a beer for Bill because

OPTIONS: 
- John
- Bill
Output: John likes cool guys.

How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Output: Bill did not know.

How does the sentence end ?

Tom threw his schoolbag down to Ray after

OPTIONS: 
- Tom reached the top of the stairs.
- Ray reached the top of the stairs.
Thought: Use similar thought as before.
Output: ",tom reached the top of the stairs,tom reached the top of the stairs,True,4
Tom threw his schoolbag down to Ray after,he,reached the bottom of the stairs.,"Tom,Ray",1,"How does the sentence end?

Katie accused Jane but

OPTIONS: 
- Katie
- Jane
Output: Jane was not found guilty.

How does the sentence end?

The sheep chased the pig because

OPTIONS: 
- The sheep
- the pig
Output: the pig was fat.

How does the sentence end?

Iphones are selling more than androids because

OPTIONS: 
- Iphones
- androids
Output: Iphones are trendy.

How does the sentence end?

Clinton wanted Obama to run for president because

OPTIONS: 
- Clinton
- Obama
Output: Obama would win.

How does the sentence end ?

Tom threw his schoolbag down to Ray after

OPTIONS: 
- Tom reached the bottom of the stairs.
- Ray reached the bottom of the stairs.
Thought: Use similar thought as before.
Output: ",tom reached the bottom of the stairs,ray reached the bottom of the stairs,False,4
"Although they ran at about the same speed, Sue beat Sally because",she,had such a good start.,"Sue,Sally",0,"How does the sentence end?

The man stole the neighbor's bike because

OPTIONS: 
- The man
- the neighbor
Output: the neighbor had one extra.

How does the sentence end?

Bill was robbed by John, so the officer helped

OPTIONS: 
- Bill
- John
Output: Bill .

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Output: the contestant received the gold medal.

How does the sentence end?

Chuck Norris can beat any man in a fight, unless

OPTIONS: 
- Chuck Norris
- any man
Output: any man is invincible.

How does the sentence end ?

Although they ran at about the same speed, Sue beat Sally because

OPTIONS: 
- Sue had such a good start.
- Sally had such a good start.
Thought: Use similar thought as before.
Output: ",sue had such a good start,sue had such a good start,True,4
"Although they ran at about the same speed, Sue beat Sally because",she,had such a bad start.,"Sue,Sally",1,"How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Output: the corporation had ignored their proposal.

How does the sentence end?

Randy went to Nick's store, and bought

OPTIONS: 
- Randy
- Nick
Output: Randy groceries.

How does the sentence end?

The museum curator looked at the patron and

OPTIONS: 
- The museum curator
- the patron
Output: The museum curator saw him squirm.

How does the sentence end?

The government placed a tax on the product so

OPTIONS: 
- The government
- the product
Output: The government could profit from sales.

How does the sentence end ?

Although they ran at about the same speed, Sue beat Sally because

OPTIONS: 
- Sue had such a bad start.
- Sally had such a bad start.
Thought: Use similar thought as before.
Output: ",sally had such a bad start,sally had such a bad start,True,4
The sculpture rolled off the shelf because,it,wasn't anchored.,"The sculpture,The shelf",0,"How does the sentence end?

Paula liked Ness more than Pokey because

OPTIONS: 
- Ness
- Pokey
Output: Ness was nice to her.

How does the sentence end?

Michael backed Bill because John really liked

OPTIONS: 
- Michael
- Bill
Output: Bill .

How does the sentence end?

The police officer shot the protester because

OPTIONS: 
- The police officer
- the protester
Output: the protester tried to attack the governor.

How does the sentence end?

Ken scanned photos for Neil since

OPTIONS: 
- Ken
- Neil
Output: Ken owned a scanner.

How does the sentence end ?

The sculpture rolled off the shelf because

OPTIONS: 
- The sculpture wasn't anchored.
- The shelf wasn't anchored.
Thought: Use similar thought as before.
Output: ",the sculpture wasnt anchored,the sculpture wasnt anchored,True,4
The sculpture rolled off the shelf because,it,wasn't level.,"The sculpture,The shelf",1,"How does the sentence end?

Jimbo eats more than Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Output: Jimbo is not on a diet.

How does the sentence end?

The ball broke the window because

OPTIONS: 
- The ball
- the window
Output: the window was fragile.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Output: the contestant received the gold medal.

How does the sentence end?

Jim went to Hal's house, and brought

OPTIONS: 
- Jim
- Hal
Output: Jim dog.

How does the sentence end ?

The sculpture rolled off the shelf because

OPTIONS: 
- The sculpture wasn't level.
- The shelf wasn't level.
Thought: Use similar thought as before.
Output: ",the sculpture wasnt level,the shelf wasnt level,False,4
Sam's drawing was hung just above Tina's and,it,did look much better with another one below it.,"Sam's drawing,Tina's drawing",0,"How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Output: his friend could not hear.

How does the sentence end?

Steven assassinated the president because

OPTIONS: 
- Steven
- the president
Output: the president was a too liberal.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end?

The rock melted in the lava because

OPTIONS: 
- The rock
- the lava
Output: The rock was pushed.

How does the sentence end ?

Sam's drawing was hung just above Tina's and

OPTIONS: 
- Sam's drawing did look much better with another one below it.
- Tina's drawing did look much better with another one below it.
Thought: Use similar thought as before.
Output: ",sams drawing did look much better with another one below it,sams drawing did look much better with another one below it,True,4
Sam's drawing was hung just above Tina's and,it,did look much better with another one above it.,"Sam's drawing,Tina's drawing",1,"How does the sentence end?

The orchestra was booed by the audience because

OPTIONS: 
- The orchestra
- the audience
Output: the audience had expected a rock band.

How does the sentence end?

Gary envied Bill because

OPTIONS: 
- Gary
- Bill
Output: Gary was poor.

How does the sentence end?

The employer let John have the assignment even though

OPTIONS: 
- The employer
- John
Output: John did not want it.

How does the sentence end?

The band connected well to their fans, so

OPTIONS: 
- The band
- their fans
Output: their fans continued to buy albums.

How does the sentence end ?

Sam's drawing was hung just above Tina's and

OPTIONS: 
- Sam's drawing did look much better with another one above it.
- Tina's drawing did look much better with another one above it.
Thought: Use similar thought as before.
Output: ",sams drawing did look much better with another one above it,tinas drawing did look much better with another one above it,False,4
Anna did a lot better than her good friend Lucy on the test because,she,had studied so hard.,"Anna,Lucy",0,"How does the sentence end?

Bill returned Jim twenty dollars because

OPTIONS: 
- Bill
- Jim
Output: Jim lent money.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Output: whiskey tastes good.

How does the sentence end?

The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when

OPTIONS: 
- The robots
- the squirrelmen
Output: The robots sabotaged the acorn processing facility.

How does the sentence end?

The elephant trampled a fish and

OPTIONS: 
- The elephant
- a fish
Output: a fish died.

How does the sentence end ?

Anna did a lot better than her good friend Lucy on the test because

OPTIONS: 
- Anna had studied so hard.
- Lucy had studied so hard.
Thought: Use similar thought as before.
Output: ",anna had studied so hard,anna had studied so hard,True,4
Anna did a lot worse than her good friend Lucy on the test because,she,had studied so hard.,"Anna,Lucy",1,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the bowling ball returned.

How does the sentence end?

The manager fired the intern because

OPTIONS: 
- The manager
- the intern
Output: The manager was upset.

How does the sentence end?

The other student corrected Robert because

OPTIONS: 
- The other student
- Robert
Output: Robert had misunderstood the problem.

How does the sentence end?

Claudia lost all her money to Valarie because

OPTIONS: 
- Claudia
- Valarie
Output: Claudia is stupid.

How does the sentence end ?

Anna did a lot worse than her good friend Lucy on the test because

OPTIONS: 
- Anna had studied so hard.
- Lucy had studied so hard.
Thought: Use similar thought as before.
Output: ",lucy had studied so hard,lucy had studied so hard,True,4
The firemen arrived after the police because,they,were coming from so far away.,"The firemen,The police",0,"How does the sentence end?

Paula liked Ness more than Pokey because

OPTIONS: 
- Ness
- Pokey
Output: Pokey was mean to her.

How does the sentence end?

Jim pooped on Jack and

OPTIONS: 
- Jack
- Jim
Output: Jack vomited.

How does the sentence end?

A dog chewed a bone and

OPTIONS: 
- A dog
- a bone
Output: A dog barked.

How does the sentence end?

Bush beat Gore because

OPTIONS: 
- Bush
- Gore
Output: Bush rigged the election.

How does the sentence end ?

The firemen arrived after the police because

OPTIONS: 
- The firemen were coming from so far away.
- The police were coming from so far away.
Thought: Use similar thought as before.
Output: ",the police were coming from so far away,the firemen were coming from so far away,False,4
The firemen arrived before the police because,they,were coming from so far away.,"The firemen,The police",1,"How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Output: James has done good work.

How does the sentence end?

The spider ate the fly because

OPTIONS: 
- The spider
- the fly
Output: the fly looked tasty.

How does the sentence end?

Jimbo ate the fish that Bobbert prepared because

OPTIONS: 
- Jimbo
- Bobbert
Output: Jimbo was hungry.

How does the sentence end?

Burt installed Joey's software, and

OPTIONS: 
- Burt
- Joey
Output: Joey was appreciative.

How does the sentence end ?

The firemen arrived before the police because

OPTIONS: 
- The firemen were coming from so far away.
- The police were coming from so far away.
Thought: Use similar thought as before.
Output: ",the police were coming from so far away,the police were coming from so far away,True,4
Frank was upset with Tom because the toaster,he,had bought from him didn't work.,"Frank,Tom",0,"How does the sentence end?

The teachers failed the students because

OPTIONS: 
- The teachers
- the students
Output: the students answered the test incorrectly.

How does the sentence end?

James always gives orders to Owen because

OPTIONS: 
- James
- Owen
Output: James is very bossy.

How does the sentence end?

A monkey ate a lizard and

OPTIONS: 
- A monkey
- a lizard
Output: a lizard screamed in pain.

How does the sentence end?

Neil Patrick Harris is a better singer than Dave Chappelle, since

OPTIONS: 
- Neil Patrick Harris
- Dave Chappelle
Output: Neil Patrick Harris had experience from Broadway.

How does the sentence end ?

Frank was upset with Tom because the toaster

OPTIONS: 
- Frank had bought from him didn't work.
- Tom had bought from him didn't work.
Thought: Use similar thought as before.
Output: ",tom had bought from him didnt work,frank had bought from him didnt work,False,4
Frank was upset with Tom because the toaster,he,had sold him didn't work.,"Frank,Tom",1,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the lane was clear.

How does the sentence end?

Jennifer Aniston does not like Angelina Jolie because

OPTIONS: 
- Jennifer Aniston
- Angelina Jolie
Output: Jennifer Aniston is jealous of her relationship.

How does the sentence end?

Ashton Kutcher replaced Charlie Sheen as the main character of Two and a Half Men, but

OPTIONS: 
- Ashton Kutcher
- Charlie Sheen
Output: Ashton Kutcher does not play the same character the previous actor played.

How does the sentence end?

Lucy gave a tutorial on how to install IOS 5 to Cindy since

OPTIONS: 
- Lucy
- Cindy
Output: Lucy is familiar with software upgrades.

How does the sentence end ?

Frank was upset with Tom because the toaster

OPTIONS: 
- Frank had sold him didn't work.
- Tom had sold him didn't work.
Thought: Use similar thought as before.
Output: ",tom had sold him didnt work,tom had sold him didnt work,True,4
Jim yelled at Kevin because,he,was so upset.,"Jim,Kevin",0,"How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end?

The lion bit the gazelle because

OPTIONS: 
- The lion
- the gazelle
Output: the gazelle had horns.

How does the sentence end?

Hybrid cars produce less pollution than diesel trucks because

OPTIONS: 
- Hybrid cars
- diesel trucks
Output: Hybrid cars use less gas and more electricity.

How does the sentence end?

The new knives are better than the old knives since

OPTIONS: 
- new knives
- old knives
Output: old knives are losing their sharp edge due to constant use.

How does the sentence end ?

Jim yelled at Kevin because

OPTIONS: 
- Jim was so upset.
- Kevin was so upset.
Thought: Use similar thought as before.
Output: ",jim was so upset,jim was so upset,True,4
Jim comforted Kevin because,he,was so upset.,"Jim,Kevin",1,"How does the sentence end?

The cabbage was in the freezer and

OPTIONS: 
- The cabbage
- the freezer
Output: The cabbage became frozen.

How does the sentence end?

Pat tried to talk to Jill but

OPTIONS: 
- Pat
- Jill
Output: Pat was ignored.

How does the sentence end?

The sailors fell off the boats because

OPTIONS: 
- The sailors
- the boats
Output: The sailors were drunk.

How does the sentence end?

Steve Ballmer took over as CEO of Microsoft after Bill Gates because

OPTIONS: 
- Steve Ballmer
- Bill Gates
Output: Bill Gates retired.

How does the sentence end ?

Jim comforted Kevin because

OPTIONS: 
- Jim was so upset.
- Kevin was so upset.
Thought: Use similar thought as before.
Output: ",kevin was so upset,kevin was so upset,True,4
"The sack of potatoes had been placed above the bag of flour, so",it,had to be moved first.,"The sack of potatoes,The bag of flour",0,"How does the sentence end?

James went to Sully's arcade but

OPTIONS: 
- James
- Sully
Output: Sully refused to let him in.

How does the sentence end?

Jack pushed Tim down the stairs and

OPTIONS: 
- Jack
- Tim
Output: Tim slipped to the ground.

How does the sentence end?

John asked the scientist what

OPTIONS: 
- John
- the scientist
Output: the scientist was working on.

How does the sentence end?

Chuck Norris can beat any man in a fight, unless

OPTIONS: 
- Chuck Norris
- any man
Output: any man is invincible.

How does the sentence end ?

The sack of potatoes had been placed above the bag of flour, so

OPTIONS: 
- The sack of potatoes had to be moved first.
- The bag of flour had to be moved first.
Thought: Use similar thought as before.
Output: ",the bag of flour had to be moved first,the sack of potatoes had to be moved first,False,4
